LEVEL3_NAM,species,genus,family,order,Fleshy,Megafauna,L,A
Brazil West-Central,Pseudolmedia laevigata,Pseudolmedia,Moraceae,Rosales,y,0,,
Brazil South,Pseudolmedia laevigata,Pseudolmedia,Moraceae,Rosales,y,0,,
Brazil West-Central,Pseudolmedia laevis,Pseudolmedia,Moraceae,Rosales,y,0,,
Brazil West-Central,Pseudolmedia macrophylla,Pseudolmedia,Moraceae,Rosales,y,0,,
Brazil West-Central,Pseudolmedia rigida,Pseudolmedia,Moraceae,Rosales,y,0,,
Mexico Southeast,Pseudolmedia spuria,Pseudolmedia,Moraceae,Rosales,y,0,,
Brazil West-Central,Sorocea bonplandii,Sorocea,Moraceae,Rosales,y,0,,
Brazil South,Sorocea bonplandii,Sorocea,Moraceae,Rosales,y,0,,
Brazil West-Central,Sorocea briquetii,Sorocea,Moraceae,Rosales,y,0,,
Brazil West-Central,Sorocea guilleminiana,Sorocea,Moraceae,Rosales,y,0,,
Brazil South,Sorocea guilleminiana,Sorocea,Moraceae,Rosales,y,0,,
Brazil South,Sorocea hilarii,Sorocea,Moraceae,Rosales,y,0,,
Brazil West-Central,Sorocea muriculata,Sorocea,Moraceae,Rosales,y,0,,
Brazil West-Central,Sorocea pubivena,Sorocea,Moraceae,Rosales,y,0,,
Brazil West-Central,Sorocea sprucei,Sorocea,Moraceae,Rosales,y,0,,
Mexico Southeast,Trophis cuspidata,Trophis,Moraceae,Rosales,y,0,,
Mexico Southeast,Trophis mexicana,Trophis,Moraceae,Rosales,y,0,,
Mexico Southeast,Trophis racemosa,Trophis,Moraceae,Rosales,y,0,,
Brazil West-Central,Trymatococcus amazonicus,Trymatococcus,Moraceae,Rosales,y,0,3,2
Mexico Southeast,Muntingia calabura,Muntingia,Muntingiaceae,Malvales,y,0,,
Brazil South,Curitiba prismatica,Curitiba,Myricaceae,Myrtales,y,0,,
Mexico Southeast,Morella cerifera,Morella,Myricaceae,Fagales,y,0,,
Mexico Southeast,Morella lindeniana,Morella,Myricaceae,Fagales,y,0,,
Mexico Southeast,Compsoneura mexicana,Compsoneura,Myristicaceae,Magnoliales,y,0,,
Mexico Southeast,Compsoneura sprucei,Compsoneura,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Compsoneura ulei,Compsoneura,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Iryanthera elliptica,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Iryanthera grandis,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Iryanthera hostmannii,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Iryanthera juruensis,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Iryanthera laevis,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Iryanthera lancifolia,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Iryanthera macrophylla,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Iryanthera paradoxa,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Iryanthera paraensis,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Iryanthera tessmannii,Iryanthera,Myristicaceae,Magnoliales,n,0,,
Brazil West-Central,Osteophloeum platyspermum,Osteophloeum,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola albidiflora,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil South,Virola bicuhyba,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola calophylla,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola elongata,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil South,Virola gardneri,Virola,Myristicaceae,Magnoliales,y,0,,
Mexico Southeast,Virola koschnyi,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola malmei,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola michelii,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola minutiflora,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola mollissima,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola multicostata,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola pavonis,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola peruviana,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola sebifera,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola sessilis,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola subsessilis,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola surinamensis,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola urbaniana,Virola,Myristicaceae,Magnoliales,y,0,,
Brazil West-Central,Virola venosa,Virola,Myristicaceae,Magnoliales,y,0,,
Chile Central,Amomyrtus luma,Amomyrtus,Myrtaceae,Myrtales,y,0,,
Chile Central,Amomyrtus meli,Amomyrtus,Myrtaceae,Myrtales,y,0,,
Chile Central,Blepharocalyx cruckshanksii,Blepharocalyx,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Blepharocalyx salicifolius,Blepharocalyx,Myrtaceae,Myrtales,y,0,,
Brazil South,Blepharocalyx salicifolius,Blepharocalyx,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes amoena,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes brasiliensis,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes brasiliensis,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes chiapensis,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes chytraculia,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes clusiifolia,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes concinna,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes concinna,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes crebra,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes cuspidata,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes densiflora,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes fasciculata,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes grammica,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes grandifolia,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes hatschbachii,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes hylobates,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes karlingii,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes karwinskyana,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes lanceolata,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes lindeniana,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes lucida,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes lucida,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes macrantha,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes macrophylla,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes mayana,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes megistophylla,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes millspaughii,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes obovata,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes ovalifolia,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes pallens,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes paniculata,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes paxillata,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes perlaevigata,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes pileata,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes rubella,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes salamensis,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes schiedeana,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes speciosa,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes strigipes,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Calyptranthes tonii,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Calyptranthes tricona,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Calyptranthes widgreniana,Calyptranthes,Myrtaceae,Myrtales,y,0,,
Brazil South,Campomanesia eugenioides,Campomanesia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Campomanesia eugenioides,Campomanesia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Campomanesia guaviroba,Campomanesia,Myrtaceae,Myrtales,y,0,,
Brazil South,Campomanesia guaviroba,Campomanesia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Campomanesia guazumifolia,Campomanesia,Myrtaceae,Myrtales,y,0, , 
Brazil South,Campomanesia guazumifolia,Campomanesia,Myrtaceae,Myrtales,y,0, , 
Brazil South,Campomanesia neriiflora,Campomanesia,Myrtaceae,Myrtales,y,0,,
Brazil South,Campomanesia sessiliflora,Campomanesia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Campomanesia sessiliflora,Campomanesia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Campomanesia velutina,Campomanesia,Myrtaceae,Myrtales,y,0,,
Brazil South,Campomanesia xanthocarpa,Campomanesia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Campomanesia xanthocarpa,Campomanesia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Chamguava gentlei,Chamguava,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Chamguava schippii,Chamguava,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia acapulcensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia acutata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia acutata,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia aeruginea,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia amatenangensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia angelyana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia astringens,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia aurata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia aurata,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia axillaris,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia bacopari,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia balancanensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia beaurepairiana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia beaurepairiana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia biflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia biflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia brasiliensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia breedlovei,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia brevistyla,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia brunneopubescens,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia bumelioides,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia burkartiana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia cachoeirensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia candolleana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia capitulifera,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia capuli,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia capulioides,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia catharinae,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia catharinensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia cerasiflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia cereja,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia chiapensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia chlorophylla,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia choapamensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia citrifolia,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia citroides,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia complicata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia convexinervia,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia copacabanensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia cuprea,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia cupulata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia densiracemosa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia dittocrepis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia dodonaeifolia,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia domingensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia duarteana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia dysenterica,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia egensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia egensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia excelsa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia ferreiraeana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia flavescens,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia flavoviridis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia florida,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia florida,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia foetida,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia francavilleana,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia galalonensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia gaumeri,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia glabrescens,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia gracillima,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia gracillima,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia guatemalensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia handroana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia handroi,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia hartmanniae,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia hatschbachii,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia hiemalis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia hiemalis,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia hypargyrea,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia imaruiensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia inundata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia involucrata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia involucrata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia joenssonii,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia karwinskyana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia kleinii,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia koepperi,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia krapovickasiana,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia laevis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia lambertiana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia leptoclada,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia letreroana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia ligustrina,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia ligustrina,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia livida,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia longipedunculata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia longiracemosa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia luschnathiana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia macrobracteolata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia magnibracteolata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia malacantha,Eugenia,Myrtaceae,Myrtales,y,0,3,3
Brazil South,Eugenia mansoi,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia matogrossensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia matudae,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia megaflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia melanogyna,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia membranifolia,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia moschata,Eugenia,Myrtaceae,Myrtales,y,0,3,2
Brazil South,Eugenia mosenii,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia multicostata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia myrciariifolia,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia neoglomerata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia neomyrtifolia,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia neosilvestris,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia neotristis,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia nigrita,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia nutans,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia oblongata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia oeidocarpa,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia oerstediana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia omissa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia ophthalmantha,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia ovandensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia pachyclada,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia pantagensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia paracatuana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia paracatuana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia patens,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia patrisii,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia percivalii,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia percrenata,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia piloensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia piloensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia piresiana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia pisiformis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia platysema,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia pluriflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia polystachya,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia praeterita,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia prasina,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia prasina,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia pruinosa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia pseudomalacantha,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia pseudopsidium,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia punicifolia,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia punicifolia,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia pyrifera,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia pyriformis,Eugenia,Myrtaceae,Myrtales,y,0,3,3
Brazil West-Central,Eugenia pyriformis,Eugenia,Myrtaceae,Myrtales,y,0,3,3
Brazil South,Eugenia ramboi,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia ramiflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia ravenii,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia rekoi,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia repanda,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia repanda,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia rhombea,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia rinconiensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia riograndis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia rostrifolia,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia rotundicosta,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia rubella,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia salamensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia savannarum,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia sclerocalyx,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia siltepecana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia sonderiana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia sonderiana,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia sparsa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia speciosa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia squamiflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia standleyi,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia stictopetala,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia stigmatosa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia subavenia,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia suberosa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia suberosa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia subterminalis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia subterminalis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia sulcata,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia teapensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia ternatifolia,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia tikalana,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia tonii,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia trikii,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia trunciflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia uliginosa,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia uniflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia uniflora,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia uruguayensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil West-Central,Eugenia uruguayensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia venezuelensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia verapazensis,Eugenia,Myrtaceae,Myrtales,y,0,,
Brazil South,Eugenia verticillata,Eugenia,Myrtaceae,Myrtales,y,0,,
Mexico Southeast,Eugenia vesca,Eugenia,Myrtaceae,Myrtales,y,0,,
