,code,LEVEL3_NAM,species,genus,family,order
641,5928,Mexico Southeast,Arachnothryx sousae,Arachnothryx,Rubiaceae,Gentianales
642,5503,Mexico Southeast,Arachnothryx ovandensis,Arachnothryx,Rubiaceae,Gentianales
643,5902,Mexico Southeast,Arachnothryx purpurea,Arachnothryx,Rubiaceae,Gentianales
644,4228,Mexico Southeast,Arachnothryx villosa,Arachnothryx,Rubiaceae,Gentianales
645,5410,Mexico Southeast,Arachnothryx laniflora,Arachnothryx,Rubiaceae,Gentianales
646,4837,Mexico Southeast,Arachnothryx stachyoidea,Arachnothryx,Rubiaceae,Gentianales
647,4549,Mexico Southeast,Arachnothryx septicidalis,Arachnothryx,Rubiaceae,Gentianales
648,5072,Mexico Southeast,Arachnothryx lineolata,Arachnothryx,Rubiaceae,Gentianales
649,5705,Mexico Southeast,Arachnothryx nitida,Arachnothryx,Rubiaceae,Gentianales
650,4371,Mexico Southeast,Arachnothryx buddleioides,Arachnothryx,Rubiaceae,Gentianales
651,5951,Mexico Southeast,Arachnothryx tacanensis,Arachnothryx,Rubiaceae,Gentianales
962,5904,Mexico Southeast,Balmea stormiae,Balmea,Rubiaceae,Gentianales
1523,4476,Mexico Southeast,Calycophyllum candidissimum,Calycophyllum,Rubiaceae,Gentianales
1985,5011,Mexico Southeast,Chiococca pachyphylla,Chiococca,Rubiaceae,Gentianales
1986,4479,Mexico Southeast,Chiococca belizensis,Chiococca,Rubiaceae,Gentianales
1987,5358,Mexico Southeast,Chiococca semipilosa,Chiococca,Rubiaceae,Gentianales
1988,5823,Mexico Southeast,Chiococca sessilifolia,Chiococca,Rubiaceae,Gentianales
2030,5412,Mexico Southeast,Chomelia spinosa,Chomelia,Rubiaceae,Gentianales
2032,5317,Mexico Southeast,Chomelia breedlovei,Chomelia,Rubiaceae,Gentianales
2036,4482,Mexico Southeast,Chomelia brachypoda,Chomelia,Rubiaceae,Gentianales
2038,4383,Mexico Southeast,Chomelia protracta,Chomelia,Rubiaceae,Gentianales
2043,4815,Mexico Southeast,Chomelia crassifolia,Chomelia,Rubiaceae,Gentianales
2550,4906,Mexico Southeast,Cosmibuena matudae,Cosmibuena,Rubiaceae,Gentianales
2595,5209,Mexico Southeast,Coutarea hexandra,Coutarea,Rubiaceae,Gentianales
3079,5615,Mexico Southeast,Deppea grandiflora,Deppea,Rubiaceae,Gentianales
3080,5897,Mexico Southeast,Deppea splendens,Deppea,Rubiaceae,Gentianales
3549,4709,Mexico Southeast,Erithalis fruticosa,Erithalis,Rubiaceae,Gentianales
4287,5161,Mexico Southeast,Exostema mexicanum,Exostema,Rubiaceae,Gentianales
4288,5276,Mexico Southeast,Exostema caribaeum,Exostema,Rubiaceae,Gentianales
4313,4277,Mexico Southeast,Faramea occidentalis,Faramea,Rubiaceae,Gentianales
4315,5692,Mexico Southeast,Faramea cobana,Faramea,Rubiaceae,Gentianales
4685,4408,Mexico Southeast,Genipa americana,Genipa,Rubiaceae,Gentianales
4723,5021,Mexico Southeast,Glossostipula concinna,Glossostipula,Rubiaceae,Gentianales
4724,5577,Mexico Southeast,Glossostipula strigosa,Glossostipula,Rubiaceae,Gentianales
4754,4850,Mexico Southeast,Gonzalagunia thyrsoidea,Gonzalagunia,Rubiaceae,Gentianales
4880,4757,Mexico Southeast,Guettarda deamii,Guettarda,Rubiaceae,Gentianales
4882,4686,Mexico Southeast,Guettarda elliptica,Guettarda,Rubiaceae,Gentianales
4883,4685,Mexico Southeast,Guettarda combsii,Guettarda,Rubiaceae,Gentianales
4884,5420,Mexico Southeast,Guettarda quadrifida,Guettarda,Rubiaceae,Gentianales
4886,4494,Mexico Southeast,Guettarda macrosperma,Guettarda,Rubiaceae,Gentianales
4887,5240,Mexico Southeast,Guettarda filipes,Guettarda,Rubiaceae,Gentianales
4888,4570,Mexico Southeast,Guettarda subcapitata,Guettarda,Rubiaceae,Gentianales
4889,4495,Mexico Southeast,Guettarda tikalana,Guettarda,Rubiaceae,Gentianales
4892,4638,Mexico Southeast,Guettarda gaumeri,Guettarda,Rubiaceae,Gentianales
4957,4411,Mexico Southeast,Hamelia axillaris,Hamelia,Rubiaceae,Gentianales
4958,4287,Mexico Southeast,Hamelia patens,Hamelia,Rubiaceae,Gentianales
4959,4412,Mexico Southeast,Hamelia barbata,Hamelia,Rubiaceae,Gentianales
4961,4413,Mexico Southeast,Hamelia calycosa,Hamelia,Rubiaceae,Gentianales
4962,4288,Mexico Southeast,Hamelia rovirosae,Hamelia,Rubiaceae,Gentianales
4963,4571,Mexico Southeast,Hamelia longipes,Hamelia,Rubiaceae,Gentianales
5156,5210,Mexico Southeast,Hintonia latiflora,Hintonia,Rubiaceae,Gentianales
5157,5938,Mexico Southeast,Hintonia lumaeana,Hintonia,Rubiaceae,Gentianales
5193,5024,Mexico Southeast,Hoffmannia macrosiphon,Hoffmannia,Rubiaceae,Gentianales
5194,5641,Mexico Southeast,Hoffmannia cauliflora,Hoffmannia,Rubiaceae,Gentianales
5559,5958,Mexico Southeast,Isertia haenkeana,Isertia,Rubiaceae,Gentianales
6206,5247,Mexico Southeast,Machaonia acuminata,Machaonia,Rubiaceae,Gentianales
6210,5137,Mexico Southeast,Machaonia lindeniana,Machaonia,Rubiaceae,Gentianales
6211,5974,Mexico Southeast,Machaonia erythrocarpa,Machaonia,Rubiaceae,Gentianales
6859,4653,Mexico Southeast,Morinda panamensis,Morinda,Rubiaceae,Gentianales
7766,4321,Mexico Southeast,Palicourea crocea,Palicourea,Rubiaceae,Gentianales
7771,5041,Mexico Southeast,Palicourea padifolia,Palicourea,Rubiaceae,Gentianales
7778,4519,Mexico Southeast,Palicourea domingensis,Palicourea,Rubiaceae,Gentianales
7779,5954,Mexico Southeast,Palicourea heydei,Palicourea,Rubiaceae,Gentianales
7781,5771,Mexico Southeast,Palicourea breedlovei,Palicourea,Rubiaceae,Gentianales
7789,4322,Mexico Southeast,Palicourea tetragona,Palicourea,Rubiaceae,Gentianales
7791,4955,Mexico Southeast,Palicourea guianensis,Palicourea,Rubiaceae,Gentianales
8372,5404,Mexico Southeast,Pogonopus exsertus,Pogonopus,Rubiaceae,Gentianales
8414,5527,Mexico Southeast,Posoqueria coriacea,Posoqueria,Rubiaceae,Gentianales
8417,4524,Mexico Southeast,Posoqueria latifolia,Posoqueria,Rubiaceae,Gentianales
8840,4438,Mexico Southeast,Psychotria trichotoma,Psychotria,Rubiaceae,Gentianales
8843,5042,Mexico Southeast,Psychotria clivorum,Psychotria,Rubiaceae,Gentianales
8849,4435,Mexico Southeast,Psychotria brachiata,Psychotria,Rubiaceae,Gentianales
8858,4928,Mexico Southeast,Psychotria micrantha,Psychotria,Rubiaceae,Gentianales
8861,5043,Mexico Southeast,Psychotria sarapiquensis,Psychotria,Rubiaceae,Gentianales
8867,4598,Mexico Southeast,Psychotria mexiae,Psychotria,Rubiaceae,Gentianales
8870,4594,Mexico Southeast,Psychotria berteroana,Psychotria,Rubiaceae,Gentianales
8873,4529,Mexico Southeast,Psychotria costivenia,Psychotria,Rubiaceae,Gentianales
8879,4329,Mexico Southeast,Psychotria acuminata,Psychotria,Rubiaceae,Gentianales
8882,4436,Mexico Southeast,Psychotria papantlensis,Psychotria,Rubiaceae,Gentianales
8888,4927,Mexico Southeast,Psychotria grandis,Psychotria,Rubiaceae,Gentianales
8891,5044,Mexico Southeast,Psychotria viridis,Psychotria,Rubiaceae,Gentianales
8894,4891,Mexico Southeast,Psychotria deflexa,Psychotria,Rubiaceae,Gentianales
8897,4929,Mexico Southeast,Psychotria panamensis,Psychotria,Rubiaceae,Gentianales
8900,4596,Mexico Southeast,Psychotria flava,Psychotria,Rubiaceae,Gentianales
8912,4824,Mexico Southeast,Psychotria limonensis,Psychotria,Rubiaceae,Gentianales
8918,4330,Mexico Southeast,Psychotria elata,Psychotria,Rubiaceae,Gentianales
8924,4437,Mexico Southeast,Psychotria pleuropoda,Psychotria,Rubiaceae,Gentianales
8927,4930,Mexico Southeast,Psychotria phanerandra,Psychotria,Rubiaceae,Gentianales
