"","species","labels"
"4335","Licania fritschii","LC"
"4339","Cynometra stenopetala","LC"
"4341","Pterandra evansii","VU"
"4344","Iryanthera campinae","EN"
"4346","Vatairea macrocarpa","LC"
"4348","Clitoria brachycalyx","LC"
"4351","Chamaecrista multiseta","LC"
"4354","Aegiphila verticillata","LC"
"4355","Andira vermifuga","LC"
"4358","Byrsonima coccolobifolia","LC"
"4359","Byrsonima verbascifolia","LC"
"4360","Curatella americana","LC"
"4361","Erythroxylum tortuosum","LC"
"4362","Euplassa inaequalis","LC"
"4363","Hancornia speciosa","LC"
"4365","Lafoensia pacari","LC"
"4369","Plathymenia reticulata","LC"
"4370","Pseudobombax longiflorum","LC"
"4371","Qualea grandiflora","LC"
"4372","Qualea multiflora","LC"
"4374","Salvertia convallariodora","LC"
"4376","Simarouba versicolor","LC"
"4377","Stryphnodendron rotundifolium","LC"
"4379","Vochysia rufa","LC"
"4383","Christiana africana","LC"
"4384","Tocoyena brasiliensis","LC"
"4385","Dipteryx alata","VU"
"4386","Albizia decandra","LC"
"4387","Allophylus racemosus","LC"
"4389","Hirtella kuhlmannii","EN"
"4393","Copaifera piresii","LC"
"4394","Aspidosperma darienense","LC"
"4395","Ficus schumacheri","LC"
"4409","Tachigali candelabrum","EN"
"4411","Parkia cachimboensis","LC"
"4412","Cestrum latifolium","LC"
"4415","Mouriri myrtilloides","LC"
"4421","Inga acicularis","LC"
"4423","Quiina macrophylla","LC"
"4424","Eugenia albicans","LC"
"4431","Unonopsis elegantissima","LC"
"4432","Duguetia lepidota","LC"
"4433","Micropholis resinifera","VU"
"4434","Eschweilera itayensis","LC"
"4443","Chamaecrista scleroxylon","NT"
"4448","Guarea cristata","VU"
"4449","Guarea guentheri","VU"
"4453","Pleurothyrium acuminatum","VU"
"4454","Protium alvarezianum","LC"
"4455","Protium crenatum","LC"
"4456","Raputiarana subsigmoidea","LC"
"4462","Clusia nutans","LC"
"4465","Sloanea froesii","VU"
"4466","Vochysia diversa","LC"
"4468","Annona asplundiana","VU"
"4476","Clusia radicans","LC"
"4479","Itaya amicorum","LC"
"4480","Klarobelia candida","LC"
"4481","Klarobelia cauliflora","LC"
"4485","Trichilia appendiculata","LC"
"4488","Ciliosemina pedunculata","LC"
"4489","Lacmellea oblongata","LC"
"4492","Vochysia lomatophylla","LC"
"4494","Fusaea peruviana","LC"
"4495","Piptadenia pteroclada","LC"
"4497","Coccoloba coronata","LC"
"4499","Calophyllum longifolium","LC"
"4500","Dipteryx charapilla","VU"
"4505","Heisteria amphoricarpa","LC"
"4507","Guatteria elata","LC"
"4511","Annona glabra","LC"
"4513","Avicennia germinans","LC"
"4514","Avicennia schaueriana","LC"
"4515","Chloroleucon acacioides","LC"
"4516","Conocarpus erectus","LC"
"4517","Cynophalla flexuosa","LC"
"4518","Dodonaea viscosa","LC"
"4519","Himatanthus drasticus","LC"
"4520","Laguncularia racemosa","LC"
"4523","Rhizophora mangle","LC"
"4524","Rhizophora racemosa","LC"
"4526","Xylopia pulcherrima","LC"
"4537","Licania leptostachya","LC"
"4539","Cecropia peltata","LC"
"4544","Trichanthera gigantea","LC"
"4546","Myrcia ehrenbergiana","NT"
"4547","Vismia sessilifolia","LC"
"4549","Manihot caerulescens","LC"
"4551","Erythroxylum ligustrinum","LC"
"4552","Handroanthus impetiginosus","LC"
"4553","Hirtella ciliata","LC"
"4554","Licania gardneri","LC"
"4555","Luehea paniculata","LC"
"4559","Vitex flavens","LC"
"4561","Toulicia crassifolia","LC"
"4562","Byrsonima gardneriana","LC"
"4564","Styrax glaber","LC"
"4566","Cecropia obtusa","LC"
"4567","Pouteria tenuisepala","LC"
"4568","Apeiba petoumo","LC"
"4573","Cardiopetalum surinamense","LC"
"4577","Coussapoa angustifolia","LC"
"4580","Duguetia inconspicua","LC"
"4581","Endlicheria melinonii","LC"
"4582","Eperua rubiginosa","LC"
"4584","Eugenia gongylocarpa","LC"
"4585","Guatteria richardii","LC"
"4588","Isertia coccinea","LC"
"4590","Lecythis idatimon","LC"
"4598","Miconia amacurensis","LC"
"4600","Micropholis cayennensis","LC"
"4601","Myrcia decorticans","LC"
"4603","Ocotea nigra","LC"
"4612","Talisia carinata","LC"
"4615","Thyrsodium puberulum","LC"
"4619","Aniba kappleri","LC"
"4622","Couepia joaquinae","CR"
"4624","Guatteria wachenheimii","LC"
"4625","Lacistema pubescens","LC"
"4628","Ocotea discrepens","LC"
"4629","Ouratea polygyna","LC"
"4632","Pseudoxandra cuspidata","LC"
"4634","Cassia cowanii","LC"
"4635","Cupania oblongifolia","LC"
"4640","Myrcia coumete","LC"
"4641","Psidium guyanense","LC"
"4645","Zollernia paraensis","LC"
"4647","Apeiba albiflora","LC"
"4648","Clitoria fairchildiana","LC"
"4650","Euplassa pinnata","VU"
"4651","Henriettea succosa","LC"
"4652","Miconia racemosa","LC"
"4653","Peltogyne paradoxa","VU"
"4657","Actinostemon klotzschii","LC"
"4664","Guatteria intermedia","LC"
"4665","Heisteria maguirei","LC"
"4668","Pleurothyrium amapaense","EN"
"4673","Isertia longifolia","LC"
"4677","Vitex panshiniana","LC"
"4678","Aiouea montana","LC"
"4679","Annona jahnii","LC"
"4681","Eriotheca longipedicellata","VU"
"4682","Eugenia coffeifolia","LC"
"4683","Guatteria ouregou","LC"
"4688","Vochysia tomentosa","LC"
"4690","Ocotea indirectinervia","VU"
"4692","Eschweilera rabeliana","EN"
"4693","Matayba scrobiculata","LC"
"4694","Unonopsis perrottetii","LC"
"4696","Duguetia paraensis","LC"
"4699","Ocotea scandens","VU"
"4701","Pouteria trigonosperma","LC"
"4703","Vataireopsis surinamensis","LC"
"4707","Parkia paraensis","NT"
"4708","Croton schiedeanus","LC"
"4711","Lindackeria paraensis","NT"
"4713","Pouteria oppositifolia","VU"
"4718","Isertia spiciformis","LC"
"4719","Samanea inopinata","LC"
"4721","Campomanesia aromatica","VU"
"4729","Inga santaremnensis","VU"
"4730","Miconia elegans","LC"
"4733","Carpotroche surinamensis","LC"
"4744","Endlicheria punctulata","LC"
"4745","Pilocarpus microphyllus","VU"
"4748","Eperua grandiflora","LC"
"4750","Roupala nitida","LC"
"4754","Caraipa minor","NT"
"4757","Croton argyrophyllus","LC"
"4758","Croton gossypiifolius","LC"
"4760","Erythroxylum leptoneurum","LC"
"4761","Guapira eggersiana","LC"
"4764","Syagrus stratincola","VU"
"4765","Melicoccus bijugatus","LC"
"4766","Anaxagorea crassipetala","LC"
"4767","Ficus macbridei","LC"
"4769","Inga oerstediana","LC"
"4772","Swartzia simplex","LC"
"4775","Annona macrocalyx","EN"
"4778","Cordia panamensis","LC"
"4779","Herrania nycterodendron","LC"
"4781","Nectandra dasystyla","VU"
"4782","Nectandra latissima","LC"
"4783","Nectandra wurdackii","VU"
"4786","Astrocaryum huaimi","LC"
"4788","Agonandra excelsa","LC"
"4789","Annona herzogii","LC"
"4790","Astrocaryum gratum","LC"
"4791","Cojoba arborea","LC"
"4792","Cremastosperma leiophyllum","LC"
"4793","Ficus calyptroceras","VU"
"4795","Inga stenopoda","LC"
"4799","Ocotea diospyrifolia","LC"
"4801","Porcelia steinbachii","VU"
"4802","Prunus debilis","LC"
"4803","Samanea saman","LC"
"4804","Senna herzogii","LC"
"4809","Garcinia guacopary","LC"
"4810","Xylosma venosa","LC"
"4811","Cecropia utcubambana","VU"
"4812","Ficus pulchella","VU"
"4814","Inga longifoliola","LC"
"4815","Inga megaphylla","LC"
"4817","Miconia macrotis","LC"
"4818","Ouratea amplifolia","LC"
"4819","Parkia balslevii","LC"
"4820","Siparuna tomentosa","LC"
"4822","Xylopia peruviana","VU"
"4824","Annona neoulei","LC"
"4825","Caryodaphnopsis fosteri","LC"
"4830","Humiriastrum mapiriense","LC"
"4833","Inga spectabilis","LC"
"4836","Myrcia subglabra","LC"
"4838","Ocotea obovata","LC"
"4841","Pouteria longifolia","VU"
"4844","Suessenguthia multisetosa","VU"
"4848","Annona boliviana","NT"
"4849","Bellucia beckii","VU"
"4852","Dendropanax williamsii","LC"
"4853","Eirmocephala megaphylla","LC"
"4854","Erythrina dominguezii","LC"
"4856","Ficus aripuanensis","EN"
"4857","Gloeospermum equatoriense","LC"
"4860","Licaria triandra","LC"
"4861","Lonchocarpus pluvialis","LC"
"4865","Mosannona parva","LC"
"4867","Nectandra lineata","LC"
"4872","Pleradenophora membranifolia","LC"
"4874","Sapium haematospermum","LC"
"4877","Vochysia mapirensis","LC"
"4883","Erythrochiton fallax","LC"
"4885","Inga fastuosa","LC"
"4887","Nectandra citrifolia","EN"
"4888","Nicotiana tomentosa","LC"
"4892","Ruagea insignis","LC"
"4894","Solanum goodspeedii","LC"
"4896","Toxicodendron striatum","LC"
"4897","Triplaris poeppigiana","LC"
"4898","Vantanea compacta","LC"
"4901","Beilschmiedia tovarensis","LC"
"4902","Boehmeria caudata","LC"
"4905","Celtis brasiliensis","LC"
"4906","Centrolobium microchaete","LC"
"4907","Chrysochlamys macrophylla","LC"
"4908","Cinchona calisaya","LC"
"4912","Erythrina falcata","LC"
"4913","Ficus yoponensis","LC"
"4917","Machaerium nyctitans","LC"
"4918","Magnolia boliviana","EN"
"4919","Mauria heterophylla","LC"
"4920","Meliosma glabrata","LC"
"4921","Miconia molybdea","LC"
"4924","Myriocarpa longipes","LC"
"4926","Myrsine pellucida","LC"
"4931","Aniba perutilis","VU"
"4932","Chimarrhis hookeri","LC"
"4936","Freziera angulosa","VU"
"4937","Inga adenophylla","LC"
"4938","Inga subnuda","LC"
"4939","Lafoensia acuminata","LC"
"4943","Ormosia fastigiata","LC"
"4944","Pachira rurrenabaqueana","VU"
"4946","Persea peruviana","LC"
"4947","Tabernaemontana catharinensis","LC"
"4949","Acalypha padifolia","LC"
"4950","Bauhinia forficata","LC"
"4952","Guapira myrtiflora","LC"
"4957","Dasyphyllum brasiliense","LC"
"4960","Miconia aeruginosa","LC"
"4961","Miconia spennerostachya","LC"
"4964","Callicarpa acuminata","LC"
"4967","Cyclolobium brasiliense","LC"
"4971","Aspidosperma ramiflorum","LC"
"4973","Cereus lamprospermus","LC"
"4975","Clusia decussata","LC"
"4976","Eugenia involucrata","LC"
"4979","Inga saltensis","VU"
"4981","Peritassa peruviana","LC"
"4984","Piptadenia macradenia","LC"
"4985","Pouteria nemorosa","VU"
"4988","Schizocalyx obovatus","LC"
"4989","Siparuna aspera","LC"
"4993","Calliandra angustifolia","LC"
"4994","Coccoloba steinbachii","VU"
"4999","Bactris glaucescens","LC"
"5000","Copernicia alba","LC"
"5006","Pseudosamanea guachapele","LC"
"5011","Salix humboldtiana","LC"
"5012","Diospyros nur","NT"
"5014","Guettarda crispiflora","LC"
"5015","Retiniphyllum kuhlmannii","LC"
"5017","Swartzia latifolia","LC"
"5018","Senna rugosa","LC"
"5021","Micropholis gardneriana","LC"
"5024","Inga japurensis","LC"
"5025","Xylosma ciliatifolia","LC"
"5026","Chloroleucon tenuiflorum","LC"
"5028","Heteropterys byrsonimifolia","LC"
"5029","Terminalia argentea","LC"
"5030","Achatocarpus nigricans","LC"
"5031","Byrsonima cydoniifolia","LC"
"5032","Combretum leprosum","LC"
"5033","Commiphora leptophloeos","LC"
"5035","Enterolobium contortisiliquum","LC"
"5036","Erythroxylum daphnites","LC"
"5037","Piptadenia robusta","LC"
"5038","Sterculia striata","LC"
"5039","Vitex polygama","LC"
"5042","Aspidosperma cylindrocarpon","LC"
"5043","Cybistax antisyphilitica","LC"
"5045","Machaonia brasiliensis","LC"
"5046","Pseudobombax marginatum","LC"
"5048","Sapium argutum","LC"
"5050","Sideroxylon obtusifolium","LC"
"5054","Cupania polyodonta","LC"
"5055","Aspidosperma australe","LC"
"5056","Chomelia rauwolfioides","NT"
"5059","Diospyros yomomo","LC"
"5061","Luehea candicans","LC"
"5062","Pisonia zapallo","LC"
"5064","Sweetia fruticosa","LC"
"5072","Ateleia guaraya","LC"
"5073","Bocageopsis mattogrossensis","LC"
"5075","Miconia chamissois","LC"
"5079","Cariniana ianeirensis","EN"
"5081","Zanthoxylum monogynum","LC"
"5082","Zeyheria tuberculosa","VU"
"5083","Cordia trichotoma","LC"
"5084","Crescentia cujete","LC"
"5085","Plinia cauliflora","LC"
"5088","Aspidosperma cuspa","LC"
"5089","Aspidosperma multiflorum","LC"
"5090","Aspidosperma subincanum","LC"
"5091","Aspidosperma tomentosum","LC"
"5093","Bauhinia aculeata","LC"
"5094","Bauhinia cupulata","LC"
"5095","Bauhinia pulchella","LC"
"5096","Bauhinia rufa","LC"
"5097","Brasiliopuntia brasiliensis","LC"
"5098","Callisthene fasciculata","LC"
"5099","Callisthene microphylla","LC"
"5107","Magonia pubescens","LC"
"5112","Piptadenia gonoacantha","LC"
"5113","Pisonia aculeata","LC"
"5114","Plumeria rubra","LC"
"5115","Pouteria gardneriana","LC"
"5118","Sebastiania brasiliensis","LC"
"5120","Simira corumbensis","LC"
"5122","Trichilia hirta","LC"
"5124","Ximenia americana","LC"
"5125","Zanthoxylum fagara","LC"
"5128","Casearia rupestris","LC"
"5132","Cornutia pyramidata","LC"
"5135","Eugenia speciosa","LC"
"5136","Eugenia uniflora","LC"
"5137","Ficus cuatrecasasiana","LC"
"5141","Nectandra brittonii","EN"
"5143","Pouteria baehniana","LC"
"5145","Acalypha stachyura","LC"
"5147","Cleidion castaneifolium","LC"
"5148","Elaeagia myriantha","LC"
"5151","Joosia umbellifera","LC"
"5152","Ladenbergia acutifolia","VU"
"5154","Leandra clidemioides","LC"
"5159","Guettarda pohliana","LC"
"5160","Nectandra lanceolata","LC"
"5161","Picrasma excelsa","VU"
"5169","Boehmeria ulmifolia","LC"
"5176","Cestrum racemosum","LC"
"5178","Cinchona pubescens","LC"
"5179","Clethra revoluta","LC"
"5180","Clusia trochiformis","LC"
"5189","Erythrina rubrinervia","LC"
"5194","Graffenrieda cucullata","LC"
"5196","Helicostylis tovarensis","LC"
"5197","Ilex guayusa","LC"
"5198","Inga ilta","LC"
"5199","Inga multijuga","LC"
"5203","Ladenbergia carua","LC"
"5206","Manihot condensata","VU"
"5208","Miconia cyanocarpa","LC"
"5209","Miconia livida","LC"
"5210","Mollinedia repanda","LC"
"5213","Myrcia connata","EN"
"5214","Myrcianthes pungens","EN"
"5217","Myrsine umbellata","LC"
"5218","Ochoterenaea colombiana","LC"
"5220","Pachystroma longifolium","LC"
"5222","Palicourea thyrsiflora","LC"
"5223","Persea caerulea","LC"
"5224","Persea sphaerocarpa","LC"
"5233","Roucheria laxiflora","LC"
"5235","Schoepfia tetramera","LC"
"5236","Siparuna subinodora","LC"
"5237","Solanum lindenii","LC"
"5238","Solanum symmetricum","LC"
"5244","Nectandra lineatifolia","LC"
"5247","Symplocos arechea","LC"
"5249","Clethra scabra","LC"
"5250","Clusia lechleri","LC"
"5254","Guatteria oblongifolia","LC"
"5256","Prunus subcorymbosa","LC"
"5261","Clusia multiflora","LC"
"5265","Solanum albidum","LC"
"5266","Annona cherimola","LC"
"5270","Ocotea corymbosa","LC"
"5273","Machaerium villosum","VU"
"5277","Elaeagia mariae","LC"
"5279","Palicourea stipularis","LC"
"5287","Jacaranda cuspidifolia","LC"
"5288","Nectandra angusta","LC"
"5295","Alnus acuminata","LC"
"5296","Chaetocarpus myrsinites","LC"
"5302","Fuchsia boliviana","LC"
"5308","Panopsis yungasensis","LC"
"5312","Roupala meisneri","LC"
"5313","Roupala monosperma","LC"
"5321","Baccharis nitida","LC"
"5322","Cavendishia pubescens","LC"
"5326","Clusia haughtii","LC"
"5335","Freziera dudleyi","EN"
"5336","Gaultheria eriophylla","LC"
"5338","Hedyosmum angustifolium","LC"
"5339","Hieronyma fendleri","LC"
"5340","Inga fendleriana","LC"
"5342","Mabea macbridei","LC"
"5351","Oyedaea boliviana","LC"
"5352","Palicourea ponasae","LC"
"5353","Panopsis pearcei","LC"
"5356","Prunus tucumanensis","LC"
"5361","Tetrorchidium macrophyllum","LC"
"5362","Vismia rusbyi","LC"
"5363","Weinmannia sorbifolia","LC"
"5364","Alzatea verticillata","LC"
"5367","Baccharis latifolia","LC"
"5369","Cavendishia bracteata","LC"
"5372","Citharexylum grandiflorum","VU"
"5378","Erythrina edulis","LC"
"5379","Ficus boanensis","CR"
"5380","Ficus mutisii","LC"
"5381","Freziera caloneura","VU"
"5382","Freziera lanata","LC"
"5383","Gaiadendron punctatum","LC"
"5385","Henriettea verrucosa","LC"
"5386","Ilex hippocrateoides","LC"
"5387","Ilex nervosa","LC"
"5388","Inga balsapambensis","VU"
"5389","Inga cocleensis","LC"
"5396","Morella pubescens","LC"
"5397","Myrcia perforata","VU"
"5398","Myrcianthes osteomeloides","LC"
"5401","Persea haenkeana","LC"
"5404","Retrophyllum rospigliosii","VU"
"5405","Roupala filiflora","VU"
"5406","Ruagea ovalis","LC"
"5407","Ruagea pubescens","LC"
"5410","Solanum aphyodendron","LC"
"5412","Spirotheca rosea","LC"
"5413","Ternstroemia asymmetrica","LC"
"5414","Tetrorchidium andinum","LC"
"5429","Holocalyx balansae","LC"
"5430","Inga multinervis","LC"
"5432","Macbrideina peruviana","LC"
"5438","Myrciaria delicatula","LC"
"5439","Solanum nutans","LC"
"5445","Clusia ducu","LC"
"5446","Clusia sphaerocarpa","LC"
"5452","Escallonia paniculata","LC"
"5457","Lozanella enantiophylla","LC"
"5458","Lycianthes radiata","LC"
"5463","Morus insignis","LC"
"5464","Myrcianthes mato","LC"
"5465","Nectandra discolor","LC"
"5466","Nectandra laurel","LC"
"5471","Ruagea glabra","LC"
"5475","Solanum maturecalvans","LC"
"5485","Ficus tonduzii","LC"
"5486","Inga amboroensis","VU"
"5492","Brownea coccinea","LC"
"5493","Calliandra guildingii","LC"
"5494","Clathrotropis brachypetala","LC"
"5496","Vismia baccifera","LC"
"5497","Euphorbia cotinifolia","LC"
"5501","Catostemma ebracteolatum","LC"
"5505","Nectandra aurea","VU"
"5506","Nectandra ruforamula","EN"
"5507","Ouratea fusiformis","EN"
"5509","Pouteria arcuata","VU"
"5515","Endlicheria dictifarinosa","LC"
"5516","Ilex guianensis","LC"
"5520","Aralia excelsa","LC"
"5521","Nectandra pichurim","LC"
"5525","Tabernaemontana grandiflora","LC"
"5526","Vitex compressa","LC"
"5529","Aniba ferruginea","VU"
"5531","Clusia lineata","LC"
"5532","Clusia rosea","LC"
"5539","Schizocalyx bracteosus","LC"
"5540","Trichilia tuberculata","LC"
"5541","Wittmackanthus stanleyanus","LC"
"5542","Pachira nukakica","LC"
"5544","Swartzia iniridensis","LC"
"5546","Fissicalyx fendleri","LC"
"5549","Pouteria cayennensis","LC"
"5551","Senefelderopsis chiribiquetensis","LC"
"5554","Aniba vaupesiana","LC"
"5557","Malouetia cuatrecasatis","EN"
"5558","Mouriri ambiconvexa","LC"
"5559","Protium pristifolium","LC"
"5561","Vochysia artantha","EN"
"5564","Bonyunia excelsa","LC"
"5569","Trigynaea cinnamomea","LC"
"5570","Bonnetia holostyla","LC"
"5571","Protium minutiflorum","NT"
"5572","Agouticarpa williamsii","LC"
"5573","Chlorocardium venenosum","LC"
"5576","Grias neuberthii","LC"
"5583","Talisia lanata","LC"
"5585","Astrocaryum macrocalyx","LC"
"5587","Cremastosperma gracilipes","LC"
"5588","Cupania rufescens","LC"
"5590","Guatteria ruboides","NT"
"5591","Licania macrocarpa","LC"
"5592","Pseudomonotes tropenbosii","LC"
"5593","Billia rosea","LC"
"5594","Blakea calyptrata","LC"
"5595","Cecropia idroboi","LC"
"5597","Conceveiba pleiostemona","LC"
"5598","Dolichodelphys chlorocrater","LC"
"5599","Eschweilera cabrerana","EN"
"5600","Eugenia variareolata","EN"
"5601","Graffenrieda galeottii","LC"
"5602","Gustavia macarenensis","LC"
"5603","Henriettea fissanthera","LC"
"5604","Henriettea tuberculosa","LC"
"5605","Hirtella americana","LC"
"5607","Inga lallensis","LC"
"5608","Lacmellea edulis","LC"
"5610","Miconia aponeura","LC"
"5613","Miconia reducens","LC"
"5614","Porcelia mediocris","LC"
"5615","Psychotria micrantha","LC"
"5617","Raritebe palicoureoides","LC"
"5618","Rhytidanthera splendida","LC"
"5619","Senna papillosa","LC"
"5622","Swartzia trianae","LC"
"5623","Cecropia marginalis","LC"
"5624","Cecropia putumayonis","LC"
"5625","Chrysochlamys bracteolata","LC"
"5626","Miconia cazaletii","LC"
"5638","Aspidosperma fendleri","LC"
"5643","Persea perseiphylla","LC"
"5644","Stenopadus colombianus","LC"
"5646","Euplassa saxicola","LC"
"5647","Guapira costaricana","LC"
"5649","Stylogyne turbacensis","LC"
"5651","Bonyunia nobilis","LC"
"5656","Eschweilera gigantea","LC"
"5658","Mabea montana","LC"
"5659","Ocotea tessmannii","LC"
"5660","Pouteria simulans","LC"
"5663","Talisia princeps","LC"
"5666","Gloeospermum longifolium","LC"
"5667","Henriettea trachyphylla","LC"
"5668","Hippotis albiflora","LC"
"5669","Ilex yurumanguinis","LC"
"5670","Lycianthes synanthera","LC"
"5672","Ocotea nilssonii","LC"
"5673","Palicourea angustifolia","LC"
"5676","Jacaranda orinocensis","EN"
"5677","Ouratea maguirei","VU"
"5681","Inga psittacorum","LC"
"5682","Tachigali davidsei","VU"
"5683","Campsiandra taphornii","VU"
"5684","Campsiandra wurdackiana","VU"
"5687","Pouteria orinocoensis","LC"
"5691","Clusia loranthacea","LC"
"5692","Compsoneura schultesiana","LC"
"5693","Pouteria glauca","VU"
